vehicle_id,customer_id,brand,model,year,plate
563,4267,Mazda,CX-5,2024,LKZW-57
564,4112,Mazda,CX-5,2018,RP-6067
565,2146,Kia,Sportage,2021,VJGJ-05
566,1894,Mazda,Mazda3,2016,KZPS-75
567,61,Mazda,Mazda3,2022,FV-1648
568,2996,Mazda,CX-5,2020,RPDX-46
569,1447,Kia,Rio,2022,CD-9883
570,2629,Mazda,Mazda3,2023,JLJV-33
571,3012,Suzuki,Baleno,2015,CD-3802
572,318,Kia,Sportage,2016,CZ-8885
573,3857,Kia,Sportage,2017,LT-4934
574,3032,Hyundai,Accent,2013,BXDF-40
575,2250,Chevrolet,Tracker,2021,PSBC-22
576,2949,Mazda,Mazda3,2021,DYYL-49
577,488,Kia,Rio,2014,BR-1723
578,187,Toyota,RAV4,2015,YPZR-12
579,5000,Mazda,Mazda3,2017,XKFK-08
580,4567,Hyundai,Accent,2022,DKRX-59
581,2518,Mazda,CX-5,2025,LDRB-40
582,2885,Nissan,Sentra,2024,PS-4159
583,2739,Nissan,Sentra,2012,JL-6263
584,3286,Mazda,CX-5,2016,Z-8169
585,2811,Suzuki,Swift,2023,JKDW-42
586,4954,Chevrolet,Spark,2012,WCZR-90
587,63,Kia,Rio,2016,LCYX-24
588,310,Chevrolet,Tracker,2017,LW-5908
589,3846,Suzuki,Baleno,2015,WK-4817
590,3062,Mazda,Mazda3,2025,RBWV-44
591,869,Chevrolet,Spark,2021,Z-8880
592,691,Hyundai,Tucson,2019,LXXL-43
593,4598,Hyundai,Tucson,2020,Z-8365
594,1418,Suzuki,Swift,2012,BWFS-69
595,3832,Suzuki,Swift,2024,CL-8502
596,4697,Mazda,Mazda3,2012,VGPJ-96
597,3686,Hyundai,Accent,2013,TCBS-60
598,834,Suzuki,Swift,2017,XZXJ-54
599,1815,Suzuki,Baleno,2013,PR-078
600,3984,Suzuki,Baleno,2023,VBLC-83
601,4523,Hyundai,Tucson,2023,BDSG-63
602,4121,Hyundai,Tucson,2023,XCYY-47
603,3386,Nissan,Versa,2024,HWZW-04
604,1819,Nissan,Versa,2021,FRDH-95
605,4327,Chevrolet,Spark,2021,YL-8078
606,4083,Chevrolet,Spark,2017,DJGS-57
607,4727,Suzuki,Baleno,2015,JVHS-10
608,3752,Nissan,Versa,2012,YGRF-01
609,3909,Toyota,Corolla,2021,KYXJ-05
610,4979,Kia,Sportage,2012,RB-9280
611,3791,Chevrolet,Tracker,2022,WYTX-72
612,4071,Mazda,Mazda3,2020,PR-979
613,4455,Kia,Rio,2023,PRWB-72
614,79,Chevrolet,Spark,2021,Z-8861
615,1345,Toyota,Yaris,2025,JA-3338
616,1938,Kia,Sportage,2013,BYVW-85
617,2980,Chevrolet,Tracker,2016,FJFC-11
618,1272,Toyota,RAV4,2014,PTSR-01
619,1663,Nissan,Sentra,2021,TWLD-33
620,4728,Chevrolet,Tracker,2024,XZ-9952
621,4368,Toyota,Yaris,2020,VGRX-99
622,1190,Chevrolet,Spark,2018,YSPX-71
623,4502,Suzuki,Baleno,2017,XRXS-99
624,3180,Chevrolet,Tracker,2025,SZPX-54
625,4876,Mazda,Mazda3,2024,DSLK-25
626,1037,Toyota,Corolla,2012,FKYD-23
627,1145,Hyundai,Accent,2025,RSHC-85
628,1165,Chevrolet,Tracker,2022,CW-5422
629,3129,Nissan,Versa,2018,WYVD-55
630,664,Suzuki,Baleno,2020,BJTC-37
631,4242,Suzuki,Swift,2023,PR-819
632,4148,Nissan,Versa,2014,PHSF-91
633,4910,Toyota,Corolla,2018,CVKG-40
634,3850,Chevrolet,Spark,2014,Z-3056
635,3170,Kia,Sportage,2025,RYGG-29
636,2737,Kia,Rio,2015,BGBB-21
637,2707,Nissan,Sentra,2014,HW-8593
638,4113,Mazda,Mazda3,2022,RWYW-43
639,585,Suzuki,Swift,2021,DHXH-30
640,4515,Toyota,Yaris,2025,CDXT-31
641,2981,Toyota,RAV4,2025,YX-8206
642,4537,Nissan,Sentra,2021,SJBJ-96
643,4956,Nissan,Sentra,2022,THWS-84
644,3973,Toyota,RAV4,2013,XXKS-17
645,82,Toyota,Yaris,2020,JVKX-34
646,331,Chevrolet,Spark,2022,FJCX-29
647,937,Chevrolet,Spark,2023,PR-124
648,4839,Chevrolet,Tracker,2018,FRZF-85
649,3021,Hyundai,Tucson,2019,VXDB-82
650,4624,Mazda,CX-5,2022,ZRDH-11
651,1609,Mazda,Mazda3,2017,PR-776
652,2780,Chevrolet,Spark,2012,LV-8708
653,1083,Kia,Rio,2021,LFBT-87
654,2233,Mazda,CX-5,2023,PRKC-66
655,2599,Kia,Rio,2020,XDSP-46
656,2380,Mazda,CX-5,2022,PCBH-45
657,1966,Nissan,Versa,2020,GT-7516
658,2705,Hyundai,Accent,2014,YB-4498
659,2970,Nissan,Sentra,2017,FTJZ-19
660,2781,Nissan,Versa,2016,FTZX-35
661,4045,Toyota,Yaris,2023,BWWZ-12
662,3885,Chevrolet,Spark,2025,WHVW-78
663,739,Nissan,Sentra,2014,YBZJ-62
664,2303,Nissan,Versa,2020,KKHC-64
665,1346,Mazda,CX-5,2014,RVPC-30
666,1610,Hyundai,Accent,2021,Z-1853
667,4554,Nissan,Sentra,2019,ZJKD-92
668,3931,Suzuki,Swift,2025,YXZR-66
669,783,Kia,Sportage,2013,RP-5215
670,2167,Kia,Sportage,2017,DRVD-24
671,4966,Suzuki,Baleno,2023,HJZY-94
672,2061,Nissan,Sentra,2021,ZFDW-02
673,4564,Hyundai,Tucson,2019,YFYD-40
674,4630,Hyundai,Tucson,2022,RXLF-38
675,1988,Chevrolet,Spark,2017,CXVL-41
676,3796,Toyota,Corolla,2015,VY-6016
677,3845,Toyota,Yaris,2022,WXDK-62
678,1846,Hyundai,Tucson,2020,SKPF-73
679,3621,Mazda,Mazda3,2015,KHCS-25
680,4047,Toyota,Corolla,2022,JZTB-60
681,4684,Suzuki,Swift,2015,VRZW-06
682,2217,Toyota,RAV4,2014,GCVD-22
683,2184,Toyota,Yaris,2022,ZL-5160
684,2922,Mazda,CX-5,2017,LSHB-07
685,4145,Mazda,Mazda3,2025,ZSTD-12
686,323,Suzuki,Baleno,2016,HVWJ-28
687,2592,Kia,Sportage,2012,CSJP-27
688,334,Nissan,Versa,2023,PLWV-71
689,436,Hyundai,Accent,2025,ZKJR-57
690,3196,Hyundai,Tucson,2013,Z-3750
691,3611,Suzuki,Baleno,2025,RS-5529
692,879,Chevrolet,Spark,2012,TJHD-90
693,49,Hyundai,Tucson,2018,WWRG-00
694,2241,Chevrolet,Spark,2016,VWPK-54
695,4466,Chevrolet,Spark,2024,XX-5911
696,3298,Nissan,Versa,2024,YYVG-11
697,4710,Kia,Rio,2014,FVDR-99
698,235,Kia,Rio,2016,PDZC-34
699,3809,Hyundai,Tucson,2013,GR-4808
700,1190,Mazda,Mazda3,2017,PR-200
701,2617,Hyundai,Accent,2014,RP-6799
702,2489,Suzuki,Swift,2018,XP-6388
703,9,Suzuki,Swift,2012,JRSG-24
704,3383,Kia,Sportage,2022,PJKX-72
705,3391,Suzuki,Swift,2017,BWDY-33
706,3468,Suzuki,Swift,2015,VA-8186
707,907,Kia,Sportage,2020,JLYT-72
708,705,Hyundai,Accent,2015,DB-4726
709,4952,Toyota,RAV4,2022,SXCC-78
710,2569,Mazda,CX-5,2022,ZXKJ-99
711,2205,Toyota,Yaris,2013,TFWV-42
712,4373,Mazda,Mazda3,2018,FXRF-88
713,4003,Nissan,Sentra,2017,KL-8382
714,479,Nissan,Sentra,2025,XI-6556
715,726,Hyundai,Accent,2019,TVHB-39
716,1078,Chevrolet,Tracker,2015,RFBC-77
717,1519,Kia,Sportage,2023,DTHD-06
718,3100,Chevrolet,Spark,2016,BBPB-77
719,3197,Kia,Sportage,2015,VY-3248
720,2222,Chevrolet,Spark,2013,BH-0487
721,4589,Suzuki,Baleno,2013,DZYX-59
722,988,Kia,Rio,2013,YPDY-47
723,4886,Chevrolet,Tracker,2014,KP-3761
724,4204,Chevrolet,Tracker,2015,AJ-1284
725,1716,Toyota,Yaris,2014,RH-1183
726,2970,Mazda,Mazda3,2018,VXBH-05
727,1676,Kia,Sportage,2023,KYFF-07
728,2833,Mazda,CX-5,2012,GSDX-79
729,1753,Nissan,Sentra,2021,RP-0867
730,3280,Toyota,Yaris,2024,CVBX-54
731,672,Mazda,Mazda3,2012,WT-4361
732,1596,Suzuki,Swift,2017,ZW-6669
733,73,Suzuki,Swift,2022,DHDH-03
734,3008,Nissan,Versa,2019,BSBS-71
735,105,Suzuki,Baleno,2018,RP-2468
736,585,Hyundai,Accent,2023,YGHZ-11
737,549,Hyundai,Accent,2018,RFYJ-14
738,3286,Hyundai,Accent,2017,RLDB-26
739,3491,Nissan,Sentra,2013,CPRZ-12
740,1144,Chevrolet,Spark,2015,DPHT-83
741,2665,Toyota,Yaris,2020,HZFP-95
742,4962,Nissan,Versa,2013,PR-373
743,1888,Suzuki,Baleno,2015,DL-8985
744,1588,Chevrolet,Tracker,2023,PR-621
745,4014,Hyundai,Tucson,2019,JKVF-89
746,1022,Mazda,CX-5,2024,KK-3028
747,2212,Nissan,Versa,2021,CC-2514
748,3663,Kia,Rio,2017,THBC-15
749,4481,Suzuki,Swift,2022,GKCV-12
750,4101,Suzuki,Baleno,2021,YRZX-00
751,2638,Nissan,Sentra,2022,LCFT-41
752,3901,Kia,Rio,2023,SBJZ-89
753,4114,Toyota,Yaris,2022,WSTD-25
754,189,Chevrolet,Spark,2025,RP-1649
755,2353,Nissan,Versa,2022,Z-8959
756,823,Suzuki,Swift,2020,JCPR-23
757,2422,Suzuki,Baleno,2021,HDCS-55
758,3629,Chevrolet,Spark,2025,XW-7449
759,183,Toyota,RAV4,2023,BH-6753
760,4443,Nissan,Versa,2019,CYBF-57
761,1967,Kia,Rio,2024,FJRF-62
762,4463,Toyota,RAV4,2019,VKJR-87
763,3509,Suzuki,Baleno,2021,LD-3582
764,1205,Kia,Sportage,2016,PR-594
765,1089,Suzuki,Swift,2012,YSWR-92
766,1806,Kia,Sportage,2014,TRBF-80
767,4601,Chevrolet,Spark,2020,LSSL-08
768,1354,Kia,Sportage,2012,CRWP-43
769,778,Suzuki,Swift,2014,YG-0559
770,488,Mazda,CX-5,2023,PLFJ-09
771,4862,Kia,Sportage,2020,FK-3460
772,1542,Chevrolet,Tracker,2023,HD-1049
773,3574,Mazda,CX-5,2024,GTTG-38
774,1661,Chevrolet,Spark,2018,HL-6729
775,3581,Toyota,Corolla,2014,HC-8347
776,981,Nissan,Versa,2021,JPFV-34
777,2798,Nissan,Sentra,2022,JWDR-90
778,133,Toyota,Yaris,2015,XRDW-78
779,4224,Suzuki,Baleno,2013,JHPZ-36
780,1417,Mazda,CX-5,2016,HYRK-71
781,4897,Nissan,Versa,2019,CHBY-14
782,165,Hyundai,Tucson,2025,VSTD-14
783,930,Hyundai,Tucson,2023,HTRC-54
784,3755,Nissan,Sentra,2019,DVWD-28
785,1752,Suzuki,Baleno,2015,TLWD-10
786,3210,Nissan,Versa,2016,RP-8450
787,2502,Toyota,RAV4,2012,Z-3216
788,1443,Toyota,Corolla,2025,FCJL-56
789,3620,Toyota,Yaris,2017,RLBC-88
790,2886,Hyundai,Tucson,2013,PRLJ-11
791,3078,Hyundai,Accent,2019,VP-5816
792,4055,Suzuki,Swift,2015,TTDY-73
793,3091,Chevrolet,Spark,2015,GA-5763
794,1261,Kia,Rio,2021,DJSX-94
795,1193,Mazda,Mazda3,2013,YD-4106
796,876,Mazda,CX-5,2015,XZKL-08
797,2698,Suzuki,Baleno,2022,FH-8727
798,836,Hyundai,Accent,2012,WYWB-39
799,2328,Chevrolet,Tracker,2023,SHTC-06
800,2603,Nissan,Versa,2019,DSHT-40
801,4408,Mazda,CX-5,2023,LK-5513
802,4367,Nissan,Sentra,2015,VYHZ-42
803,3755,Kia,Sportage,2025,ZCCK-50
804,752,Nissan,Versa,2012,SVXL-78
805,826,Chevrolet,Tracker,2021,ZW-6142
806,847,Kia,Rio,2015,VTKK-93
807,2152,Chevrolet,Tracker,2018,TVLV-81
808,3656,Kia,Sportage,2012,PR-603
809,2911,Mazda,Mazda3,2015,BXFH-79
810,4960,Mazda,Mazda3,2014,DTSX-00
811,2025,Hyundai,Tucson,2024,XJVW-08
812,1825,Hyundai,Accent,2023,XR-4867
813,1888,Hyundai,Accent,2012,DRBJ-72
814,3708,Suzuki,Swift,2012,RZBS-26
815,3300,Suzuki,Baleno,2022,RKDY-86
816,3514,Hyundai,Accent,2016,FPJR-13
817,3882,Chevrolet,Spark,2021,RPKK-41
818,2547,Suzuki,Baleno,2014,CXHZ-30
819,3163,Toyota,Yaris,2012,CZGC-12
820,3357,Nissan,Versa,2014,WCCZ-34
821,2753,Hyundai,Accent,2021,LKPP-21
822,518,Chevrolet,Spark,2020,XPCV-63
823,426,Chevrolet,Tracker,2023,WGRL-15
824,2049,Kia,Rio,2012,PA-7919
825,3658,Suzuki,Baleno,2015,RHPR-11
826,1936,Chevrolet,Spark,2013,YR-8119
827,3195,Kia,Sportage,2023,LLPD-25
828,4061,Toyota,Corolla,2015,PR-695
829,3485,Nissan,Versa,2017,GJHX-82
830,345,Toyota,RAV4,2017,TSSL-09
831,2317,Suzuki,Baleno,2024,FHCT-28
832,3841,Hyundai,Tucson,2017,ZDGD-70
833,192,Suzuki,Baleno,2025,AB-4320
834,2152,Toyota,Yaris,2019,ZI-0165
835,4053,Nissan,Sentra,2024,GY-8912
836,2587,Mazda,CX-5,2020,PHYL-79
837,612,Mazda,Mazda3,2021,TLRH-47
838,1993,Toyota,Yaris,2018,ZZKV-51
839,1310,Mazda,CX-5,2021,CP-3232
840,512,Kia,Sportage,2020,ZLWC-83
841,3804,Mazda,CX-5,2019,CZGR-53
842,2373,Suzuki,Baleno,2016,PRSZ-54
843,2505,Toyota,Corolla,2015,XB-2710
844,2715,Suzuki,Baleno,2016,RTXD-49
845,3671,Toyota,Corolla,2015,CC-2115
846,4731,Nissan,Versa,2023,LD-2635
847,3792,Nissan,Versa,2012,XKVH-94
848,2255,Mazda,Mazda3,2016,RBLP-42
849,2096,Hyundai,Tucson,2024,BSVW-44
850,3598,Chevrolet,Spark,2014,BPBS-50
851,840,Suzuki,Baleno,2019,RX-1494
852,4876,Suzuki,Swift,2018,YVFS-00
853,590,Kia,Rio,2017,YRYS-30
854,3143,Suzuki,Swift,2021,VHTD-38
855,2741,Chevrolet,Tracker,2025,PR-899
856,2674,Kia,Rio,2022,SRBC-88
857,2884,Mazda,CX-5,2022,FHCK-61
858,153,Mazda,Mazda3,2017,HFDF-31
859,1773,Hyundai,Tucson,2012,KGZD-90
860,1592,Hyundai,Tucson,2013,CHXT-22
861,3574,Suzuki,Swift,2015,BDVV-29
862,4611,Suzuki,Baleno,2015,KRRR-61
863,2375,Nissan,Sentra,2020,LG-0668
864,1443,Nissan,Versa,2025,PVWY-75
865,3073,Mazda,CX-5,2014,VTGF-03
866,646,Nissan,Sentra,2015,WD-9133
867,4394,Mazda,CX-5,2020,RP-5515
868,2724,Nissan,Sentra,2022,KGVY-38
869,4780,Chevrolet,Tracker,2019,ZW-6362
870,3199,Mazda,Mazda3,2014,JBJW-65
871,1165,Nissan,Versa,2025,SVHS-37
872,202,Chevrolet,Tracker,2018,FZRD-51
873,4067,Suzuki,Swift,2023,CTPY-18
874,3127,Suzuki,Swift,2014,JZYT-17
875,1923,Hyundai,Accent,2014,GJVT-01
876,2403,Mazda,Mazda3,2014,TGVZ-52
877,1592,Toyota,RAV4,2021,ZXRK-43
878,4854,Chevrolet,Tracker,2017,RPHJ-36
879,268,Mazda,Mazda3,2015,KGSZ-21
880,1557,Toyota,Corolla,2023,SVYD-92
881,516,Mazda,CX-5,2016,JWDD-49
882,4361,Kia,Sportage,2024,ZKXC-65
883,3370,Chevrolet,Tracker,2014,RP-7388
884,2479,Mazda,Mazda3,2018,FFFJ-67
885,2402,Nissan,Sentra,2021,VLZK-28
886,146,Nissan,Versa,2019,XWTX-22
887,1837,Chevrolet,Tracker,2025,FHKJ-50
888,1680,Chevrolet,Tracker,2020,DPGG-49
889,3751,Nissan,Sentra,2023,PR-144
890,2822,Mazda,Mazda3,2012,DG-4786
891,2014,Mazda,Mazda3,2012,YH-2419
892,4184,Suzuki,Baleno,2019,JDGV-28
893,3715,Mazda,Mazda3,2016,ZCWT-43
894,375,Toyota,Yaris,2014,KJCF-66
895,3129,Kia,Rio,2016,XH-1363
896,3371,Mazda,Mazda3,2018,ZSGV-45
897,1256,Toyota,Corolla,2025,ZDFH-05
898,1597,Mazda,CX-5,2018,HTBS-91
899,3503,Kia,Rio,2015,YTTZ-01
900,372,Kia,Sportage,2015,YY-2680
901,1581,Nissan,Sentra,2025,WZLZ-19
902,4065,Hyundai,Accent,2015,PWGK-61
903,2847,Nissan,Sentra,2016,YTFD-32
904,3714,Mazda,CX-5,2022,Z-4426
905,359,Chevrolet,Spark,2025,CVYV-95
906,1289,Suzuki,Swift,2013,RP-1667
907,430,Suzuki,Swift,2015,BFXX-51
908,127,Nissan,Sentra,2014,BDSL-19
909,1890,Kia,Rio,2024,FHPH-84
910,4234,Mazda,CX-5,2023,PJDW-11
911,3465,Chevrolet,Tracker,2020,FPBD-11
912,1356,Nissan,Versa,2015,FS-2452
913,3812,Hyundai,Accent,2024,CV-9524
914,428,Chevrolet,Tracker,2020,CJYH-69
915,2712,Toyota,Yaris,2018,PPCH-54
916,3626,Toyota,RAV4,2021,DLYX-99
917,3838,Mazda,Mazda3,2023,ZFPR-45
918,3372,Toyota,RAV4,2020,HGLJ-24
919,2928,Kia,Sportage,2020,XZ-7086
920,3031,Toyota,Corolla,2015,LS-4475
921,4671,Mazda,CX-5,2016,VZVJ-90
922,800,Kia,Sportage,2013,BDKH-12
923,4357,Toyota,Yaris,2021,KLBZ-57
924,1351,Mazda,CX-5,2017,WP-7462
925,617,Hyundai,Tucson,2017,PR-440
926,2522,Suzuki,Swift,2023,RP-2659
927,684,Chevrolet,Tracker,2017,RRGG-62
928,1571,Toyota,RAV4,2018,TRXC-97
929,2009,Toyota,RAV4,2014,SGRR-52
930,4176,Suzuki,Swift,2017,CYVF-11
931,521,Toyota,Corolla,2024,KT-3503
932,4252,Nissan,Sentra,2025,SVJL-72
933,2635,Toyota,Yaris,2012,CHPG-81
934,3879,Hyundai,Tucson,2021,RPRH-98
935,1806,Suzuki,Swift,2024,DTKR-84
936,717,Chevrolet,Tracker,2019,RXBC-21
937,4292,Hyundai,Tucson,2020,GRJS-14
938,633,Suzuki,Baleno,2013,JJ-8464
939,4521,Chevrolet,Tracker,2019,HFHX-62
940,2574,Suzuki,Swift,2025,AG-5493
941,984,Kia,Sportage,2016,AL-8644
942,3216,Toyota,RAV4,2013,VXHB-05
943,3820,Mazda,CX-5,2015,JF-1137
944,1509,Chevrolet,Spark,2023,KPDT-88
945,4099,Toyota,Yaris,2023,CSFP-12
946,3651,Mazda,Mazda3,2016,CC-7332
947,1993,Mazda,Mazda3,2021,CD-4708
948,3050,Chevrolet,Spark,2023,CD-6106
949,271,Suzuki,Baleno,2017,PJFT-61
950,1127,Hyundai,Tucson,2025,HFCH-86
951,4955,Nissan,Versa,2015,SGZT-58
952,1119,Nissan,Versa,2025,HTPP-30
953,1681,Chevrolet,Spark,2020,CXKS-53
954,3957,Chevrolet,Spark,2014,XCFX-98
955,12,Mazda,Mazda3,2015,HRSJ-88
956,2977,Toyota,RAV4,2023,CYJC-52
957,3254,Mazda,CX-5,2016,RSWK-64
958,637,Mazda,CX-5,2025,RTBJ-83
959,2615,Kia,Rio,2018,LGVK-90
960,4608,Suzuki,Swift,2020,WLTY-91
961,2393,Chevrolet,Spark,2022,GZLF-87
962,2838,Nissan,Sentra,2021,HZYP-40
963,1071,Nissan,Versa,2020,XGDL-71
964,869,Toyota,Yaris,2017,YRLV-01
965,4750,Toyota,Corolla,2020,CCVL-23
966,4454,Kia,Sportage,2025,FWPP-39
967,1583,Kia,Sportage,2022,VHFV-73
968,3519,Hyundai,Tucson,2017,SX-1207
969,3932,Nissan,Sentra,2014,PR-920
970,2474,Kia,Sportage,2019,CPWC-32
971,4933,Toyota,Corolla,2020,PR-945
972,1275,Suzuki,Baleno,2017,YZGC-02
973,2588,Nissan,Versa,2014,VDDJ-06
974,4915,Toyota,Corolla,2015,SZBG-50
975,544,Mazda,CX-5,2020,LVVB-30
976,1118,Hyundai,Accent,2017,RLWJ-77
977,3594,Hyundai,Tucson,2023,PTPW-77
978,1034,Suzuki,Swift,2022,GZVS-99
979,587,Nissan,Sentra,2019,RP-7702
980,4639,Kia,Sportage,2021,BV-5426
981,4613,Mazda,CX-5,2012,VVZP-36
982,4140,Chevrolet,Spark,2020,LDYD-64
983,161,Suzuki,Swift,2015,GJ-0093
984,2621,Chevrolet,Tracker,2020,TG-4456
985,4302,Hyundai,Accent,2021,YZFX-79
986,3553,Suzuki,Baleno,2022,GB-4664
987,2387,Chevrolet,Spark,2015,WTDL-17
988,2611,Hyundai,Tucson,2014,DDSB-30
989,1233,Suzuki,Swift,2019,WDKH-63
990,1752,Chevrolet,Tracker,2022,CD-1674
991,512,Kia,Rio,2025,PC-4039
992,2890,Hyundai,Tucson,2017,TZ-7468
993,3983,Kia,Rio,2018,KG-0706
994,2155,Kia,Rio,2012,RBZR-01
995,4385,Hyundai,Accent,2020,RP-7586
996,3265,Chevrolet,Spark,2019,KA-4769
997,2453,Toyota,Corolla,2018,Z-3912
998,3696,Toyota,RAV4,2022,Z-6562
999,2491,Suzuki,Baleno,2021,WKRH-82
1000,1955,Toyota,Corolla,2017,GXBK-39
1001,3033,Nissan,Sentra,2013,ZYLR-58
1002,769,Kia,Rio,2019,JSPP-45
1003,4900,Chevrolet,Tracker,2022,BTKR-13
1004,388,Hyundai,Tucson,2020,DLTJ-18
1005,3427,Hyundai,Tucson,2013,AB-2420
1006,3821,Toyota,Corolla,2012,TB-0010
1007,4716,Kia,Rio,2022,HL-3875
1008,1474,Toyota,Yaris,2014,PW-7070
1009,470,Hyundai,Tucson,2021,JTTS-31
1010,4294,Toyota,Yaris,2016,VGPT-21
1011,1458,Mazda,Mazda3,2013,Z-7452
1012,4565,Hyundai,Tucson,2018,LB-1645
1013,2473,Suzuki,Swift,2013,PR-692
1014,1361,Kia,Rio,2021,GDSZ-54
1015,4212,Chevrolet,Tracker,2015,RKJS-20
1016,2718,Toyota,RAV4,2012,JH-6829
1017,1604,Suzuki,Swift,2014,BXLS-50
1018,1441,Nissan,Sentra,2016,SS-1474
1019,1302,Mazda,Mazda3,2016,JSJV-44
1020,500,Toyota,Corolla,2023,ZLHK-56
1021,2300,Chevrolet,Tracker,2017,DBTR-08
1022,1375,Mazda,Mazda3,2016,PR-200
1023,3654,Toyota,RAV4,2025,PVPP-06
1024,1820,Chevrolet,Spark,2013,VW-5393
1025,719,Chevrolet,Tracker,2018,PP-9531
1026,4779,Mazda,CX-5,2024,HPVP-26
1027,2078,Hyundai,Tucson,2012,SDRJ-48
1028,924,Kia,Rio,2020,TGST-86
1029,3584,Nissan,Versa,2016,XCYT-06
1030,4585,Nissan,Versa,2016,KPBD-99
1031,1620,Chevrolet,Tracker,2014,BZCL-71
1032,364,Mazda,CX-5,2017,DSHL-96
1033,3365,Hyundai,Accent,2022,DL-3507
1034,1964,Hyundai,Tucson,2018,SKDR-81
1035,4091,Kia,Sportage,2012,VC-2518
1036,4081,Toyota,RAV4,2015,LHXD-86
1037,696,Nissan,Sentra,2021,FG-1694
1038,1632,Chevrolet,Spark,2013,BLXJ-45
1039,618,Toyota,Yaris,2024,Z-1415
1040,4829,Mazda,CX-5,2020,JRJK-28
1041,3393,Hyundai,Tucson,2020,RP-5033
1042,1038,Nissan,Sentra,2024,CBJF-20
1043,3758,Nissan,Sentra,2021,HCJD-32
1044,2457,Suzuki,Swift,2022,PV-8358
1045,2303,Toyota,RAV4,2016,PLHX-02
1046,1917,Chevrolet,Tracker,2018,TWXJ-52
1047,1407,Suzuki,Baleno,2015,AS-7738
1048,196,Nissan,Versa,2012,CHCT-32
1049,3802,Suzuki,Swift,2024,GDVT-98
1050,3166,Hyundai,Tucson,2023,XGSX-09
1051,2076,Suzuki,Swift,2023,HLBR-82
1052,4707,Chevrolet,Tracker,2023,ZCWR-76
1053,1737,Hyundai,Accent,2015,CV-1527
1054,2533,Toyota,Corolla,2014,DXZW-23
1055,3330,Kia,Sportage,2024,PR-957
1056,1057,Chevrolet,Spark,2012,GJ-0203
1057,4924,Chevrolet,Tracker,2016,ZGWP-97
1058,107,Nissan,Sentra,2014,XWGC-89
1059,1405,Hyundai,Tucson,2019,CY-7418
1060,21,Toyota,Corolla,2025,SZPH-65
1061,2936,Toyota,Corolla,2025,RP-1749
1062,1140,Suzuki,Swift,2012,GK-6025
1063,3770,Mazda,Mazda3,2018,RBSK-91
1064,698,Nissan,Sentra,2020,LLYD-01
1065,3033,Chevrolet,Spark,2012,BYWT-83
1066,298,Toyota,Yaris,2020,Z-6673
1067,1619,Hyundai,Accent,2013,SS-5900
1068,2250,Suzuki,Baleno,2021,PPKT-34
1069,2735,Hyundai,Accent,2022,LT-9756
1070,3988,Hyundai,Tucson,2013,VKRH-15
1071,1628,Kia,Sportage,2014,LVYT-19
1072,4593,Toyota,Corolla,2013,FYWX-02
1073,4973,Hyundai,Accent,2022,FWDW-02
1074,3000,Nissan,Sentra,2023,CDJY-27
1075,2837,Kia,Rio,2019,CZJD-40
1076,4583,Kia,Sportage,2015,LXGW-88
1077,1538,Toyota,Corolla,2023,DZKF-42
1078,4523,Mazda,CX-5,2018,PR-822
1079,1717,Mazda,Mazda3,2012,KFYT-73
1080,1297,Toyota,Corolla,2017,FRLS-88
1081,3002,Mazda,Mazda3,2018,SY-0301
1082,3271,Chevrolet,Tracker,2019,HLCV-43
1083,955,Toyota,RAV4,2016,CPXX-66
1084,3300,Toyota,Corolla,2013,CZCT-03
1085,630,Toyota,Yaris,2022,RFYW-65
1086,4611,Suzuki,Swift,2020,JYLL-22
1087,2229,Mazda,CX-5,2025,GPTB-76
1088,360,Mazda,CX-5,2013,Z-7744
1089,4898,Nissan,Versa,2015,CHTY-43
1090,3375,Nissan,Versa,2018,VY-4350
1091,2697,Mazda,Mazda3,2020,PR-530
1092,3138,Nissan,Sentra,2015,KF-5445
1093,4883,Kia,Sportage,2025,VTHP-45
1094,1665,Suzuki,Baleno,2012,LDJT-40
1095,4008,Mazda,Mazda3,2020,FL-9706
1096,4615,Toyota,Yaris,2025,HKKB-55
1097,132,Nissan,Sentra,2023,ZLRJ-48
1098,4343,Hyundai,Tucson,2017,GCTS-97
1099,2232,Mazda,Mazda3,2024,YB-2886
1100,134,Mazda,Mazda3,2015,FH-0684
1101,2669,Hyundai,Accent,2023,XHDK-99
1102,4984,Kia,Rio,2025,PSFY-20
1103,2235,Toyota,Yaris,2017,YLHJ-02
1104,2691,Suzuki,Baleno,2012,BW-6419
1105,220,Toyota,Yaris,2019,VKXF-68
1106,2683,Chevrolet,Tracker,2013,TPGC-99
1107,161,Chevrolet,Spark,2014,FSJH-46
1108,1656,Mazda,CX-5,2021,JSKV-57
1109,2920,Chevrolet,Tracker,2017,PR-443
1110,3166,Suzuki,Swift,2023,TVLR-23
1111,542,Hyundai,Tucson,2023,GH-6525
1112,844,Kia,Rio,2013,YPCD-65
1113,2312,Suzuki,Swift,2024,BTHG-74
1114,2654,Suzuki,Swift,2023,PR-706
1115,1771,Suzuki,Swift,2025,CCDJ-72
1116,1817,Suzuki,Baleno,2023,PG-6663
1117,2840,Nissan,Versa,2021,WBJR-57
1118,1948,Chevrolet,Spark,2023,XGKH-55
1119,3475,Toyota,Yaris,2024,XTKB-01
1120,3515,Suzuki,Swift,2015,PR-050
1121,803,Nissan,Versa,2021,ZC-6952
