claim_id,policy_id,vehicle_id,claim_date,incident_type,claim_amount,claim_status,fraud_flag
733,3040,26,2024-06-16 11:12:19.000000,COLLISION,7111.46,OPEN,False
734,4709,27,2024-10-21 21:01:48.000000,VANDALISM,10511.07,CLOSED,False
735,1726,1251,2024-12-04 20:05:31.000000,THEFT,2286.62,CLOSED,False
736,1933,3003,2025-04-07 13:42:56.000000,COLLISION,9140.47,IN_REVIEW,False
737,3502,1541,2025-08-25 02:26:46.000000,FLOOD,4245.63,CLOSED,False
738,1655,529,2024-12-14 03:17:02.000000,GLASS_DAMAGE,21483.29,APPROVED,True
739,4466,3817,2026-02-26 11:49:14.000000,GLASS_DAMAGE,8227.71,REJECTED,False
740,248,1884,2024-12-05 20:41:54.000000,COLLISION,21373.41,APPROVED,True
741,68,2600,2025-03-30 22:50:47.000000,THEFT,23788.87,APPROVED,True
742,2667,1346,2026-05-04 21:18:48.000000,VANDALISM,8876.72,CLOSED,False
743,911,170,2025-12-31 05:46:58.000000,GLASS_DAMAGE,15771.68,OPEN,False
744,4416,227,2025-07-18 05:41:06.000000,THEFT,6876.09,REJECTED,False
745,2410,3289,2024-08-06 13:35:06.000000,FLOOD,5228.48,IN_REVIEW,False
746,2673,3398,2025-06-19 19:58:01.000000,THEFT,21023.03,IN_REVIEW,True
747,4032,3832,2025-04-01 17:04:29.000000,THEFT,16140.54,APPROVED,False
748,3132,2907,2026-02-20 08:58:03.000000,GLASS_DAMAGE,4638.64,IN_REVIEW,False
749,563,971,2025-04-24 14:14:26.000000,FLOOD,7517.07,APPROVED,False
750,1171,812,2026-02-24 14:38:44.000000,GLASS_DAMAGE,20242.57,CLOSED,True
751,531,1290,2024-07-04 09:41:51.000000,VANDALISM,22625.11,IN_REVIEW,True
752,4210,479,2024-07-19 06:14:47.000000,VANDALISM,7027.21,APPROVED,False
753,2024,3817,2026-01-22 03:41:56.000000,COLLISION,9447.35,APPROVED,False
754,4600,2264,2025-05-04 13:01:44.000000,FIRE,23924.86,CLOSED,True
755,2385,3904,2025-11-18 03:28:14.000000,FLOOD,13305.76,IN_REVIEW,False
756,3066,899,2025-06-20 02:30:31.000000,FIRE,17109.99,CLOSED,False
757,4429,1503,2026-02-18 07:10:09.000000,VANDALISM,10620.5,IN_REVIEW,False
758,1655,382,2024-07-09 03:56:58.000000,COLLISION,13192.11,APPROVED,False
759,4082,1782,2025-06-28 21:19:31.000000,FLOOD,12139.22,APPROVED,False
760,2942,1606,2025-06-29 09:31:17.000000,GLASS_DAMAGE,23797.15,IN_REVIEW,True
761,2726,2522,2025-06-23 09:38:15.000000,GLASS_DAMAGE,2255.05,REJECTED,False
762,3080,3751,2025-03-05 04:20:41.000000,VANDALISM,8038.29,APPROVED,False
763,1228,495,2024-09-29 03:42:31.000000,FIRE,16507.59,APPROVED,False
764,577,2827,2025-01-31 07:27:43.000000,VANDALISM,9896.1,OPEN,False
765,3365,1587,2025-04-29 06:52:01.000000,COLLISION,14870.5,APPROVED,False
766,2112,2537,2024-06-30 19:28:00.000000,COLLISION,19348.04,IN_REVIEW,True
767,1627,2214,2025-10-13 17:34:40.000000,THEFT,12793.11,OPEN,False
768,624,2541,2025-09-28 17:13:11.000000,COLLISION,4476.24,CLOSED,False
769,2201,591,2024-10-02 11:28:39.000000,FLOOD,14416.19,CLOSED,False
770,4593,2235,2025-10-12 13:02:33.000000,FIRE,8657.97,IN_REVIEW,False
771,4215,208,2025-11-21 16:56:23.000000,FIRE,6690.01,CLOSED,False
772,4079,2928,2024-11-24 18:12:22.000000,FLOOD,23181.57,IN_REVIEW,True
773,3544,3710,2025-05-02 12:12:45.000000,GLASS_DAMAGE,5586.86,CLOSED,False
774,546,1406,2024-08-05 13:21:08.000000,THEFT,19676.51,IN_REVIEW,True
775,241,2585,2025-12-03 15:13:52.000000,COLLISION,12552.11,IN_REVIEW,False
776,132,3091,2025-02-27 09:35:22.000000,FLOOD,4028.4,CLOSED,False
777,111,4094,2025-01-08 12:51:22.000000,GLASS_DAMAGE,19396.92,APPROVED,True
778,3024,4175,2026-05-09 03:24:04.000000,FIRE,18615.83,REJECTED,True
779,1779,4029,2024-05-18 13:21:57.000000,VANDALISM,24980.29,REJECTED,True
780,2245,3486,2025-11-25 13:54:37.000000,GLASS_DAMAGE,19440.34,CLOSED,True
781,2132,961,2025-04-22 14:35:30.000000,COLLISION,14249.15,IN_REVIEW,False
782,2776,2038,2024-06-14 22:08:09.000000,GLASS_DAMAGE,20292.44,APPROVED,True
783,1013,1088,2024-10-08 12:10:16.000000,VANDALISM,1093.35,IN_REVIEW,False
784,1523,695,2025-03-25 03:13:10.000000,FIRE,15678.71,APPROVED,False
785,1644,3459,2025-11-16 23:20:16.000000,COLLISION,23395.96,REJECTED,True
786,2157,1383,2025-03-09 02:58:08.000000,GLASS_DAMAGE,9731.87,REJECTED,False
787,2473,1855,2025-02-07 02:39:20.000000,FIRE,4203.39,APPROVED,False
788,4141,3008,2025-11-08 05:29:41.000000,THEFT,6263.44,IN_REVIEW,False
789,892,843,2025-12-24 22:40:23.000000,VANDALISM,16118.51,OPEN,False
790,3193,2882,2025-04-09 08:42:27.000000,FLOOD,7912.19,REJECTED,False
791,235,2353,2025-05-13 19:54:23.000000,FIRE,2157.6,CLOSED,False
792,1517,1552,2024-12-01 03:21:39.000000,COLLISION,7023.67,CLOSED,False
793,4650,3810,2025-04-02 05:09:26.000000,THEFT,16192.48,REJECTED,False
794,2610,2108,2024-05-18 21:07:38.000000,COLLISION,4758.43,APPROVED,False
795,2798,2731,2026-03-23 12:22:44.000000,VANDALISM,17078.05,IN_REVIEW,False
796,2702,1811,2025-02-02 00:44:34.000000,THEFT,3868.93,IN_REVIEW,False
797,2916,521,2024-07-01 11:46:22.000000,GLASS_DAMAGE,16007.77,APPROVED,False
798,3012,155,2024-10-18 12:34:22.000000,THEFT,3543.28,APPROVED,False
799,4706,3239,2025-09-02 03:21:38.000000,FIRE,10265.48,OPEN,False
800,2288,1374,2026-02-28 17:29:03.000000,VANDALISM,15600.99,IN_REVIEW,False
801,274,1489,2024-10-10 08:29:51.000000,THEFT,24946.68,APPROVED,True
802,3458,1878,2025-03-16 14:23:15.000000,COLLISION,3317.46,OPEN,False
803,3250,2346,2024-12-18 23:31:45.000000,FLOOD,6631.69,CLOSED,False
804,3013,3029,2025-03-01 19:18:08.000000,THEFT,12298.76,OPEN,False
805,2284,3143,2024-07-28 09:23:37.000000,FLOOD,20929.79,CLOSED,True
806,947,1643,2024-06-09 00:32:38.000000,FIRE,21998.84,REJECTED,True
807,4226,4031,2025-08-14 13:40:02.000000,FIRE,4369.83,APPROVED,False
808,471,3883,2024-10-27 04:53:41.000000,FLOOD,12718.4,REJECTED,False
809,168,2689,2024-12-29 20:40:11.000000,GLASS_DAMAGE,1362.89,IN_REVIEW,False
810,3537,3286,2025-09-07 05:37:48.000000,COLLISION,1451.39,CLOSED,False
811,4776,4108,2025-12-21 19:05:20.000000,COLLISION,23340.67,OPEN,True
812,3778,3930,2025-07-23 13:54:44.000000,GLASS_DAMAGE,18478.49,APPROVED,True
813,2707,2905,2024-12-04 18:27:56.000000,GLASS_DAMAGE,17565.93,CLOSED,False
814,1414,1268,2024-08-07 14:04:39.000000,GLASS_DAMAGE,4590.11,IN_REVIEW,False
815,728,149,2025-01-22 02:15:38.000000,GLASS_DAMAGE,549.84,OPEN,False
816,3308,174,2025-12-11 00:42:56.000000,COLLISION,8482.68,IN_REVIEW,False
817,2411,629,2025-02-04 17:03:40.000000,FIRE,7162.65,APPROVED,False
818,1386,3891,2025-05-11 04:30:01.000000,GLASS_DAMAGE,12754.37,OPEN,False
819,165,2643,2025-12-21 11:00:44.000000,COLLISION,14075.45,REJECTED,False
820,1571,3837,2025-09-24 00:19:33.000000,VANDALISM,24325.35,CLOSED,True
821,2533,910,2025-06-27 21:29:53.000000,FLOOD,20902.59,APPROVED,True
822,3585,3108,2025-09-19 03:48:17.000000,GLASS_DAMAGE,13547.84,IN_REVIEW,False
823,1515,2380,2024-08-05 12:17:40.000000,GLASS_DAMAGE,18888.86,REJECTED,True
824,3272,1751,2025-09-30 17:33:34.000000,GLASS_DAMAGE,8674.03,REJECTED,False
825,267,3205,2025-04-13 03:17:55.000000,VANDALISM,19181.44,APPROVED,True
826,3678,3033,2026-04-26 11:22:11.000000,FLOOD,5822.03,REJECTED,False
827,499,855,2025-02-09 04:09:22.000000,GLASS_DAMAGE,2870.32,APPROVED,False
828,2879,1513,2024-08-01 05:58:19.000000,VANDALISM,3799.8,CLOSED,False
829,3027,3962,2024-12-05 12:18:02.000000,GLASS_DAMAGE,14697.54,OPEN,False
830,3927,1233,2025-09-04 05:43:54.000000,FLOOD,19587.47,OPEN,True
831,78,1953,2024-05-23 14:00:32.000000,FLOOD,21562.42,REJECTED,True
832,4454,1725,2025-03-11 03:38:56.000000,VANDALISM,6072.64,OPEN,False
833,3570,4029,2024-07-08 11:45:29.000000,THEFT,8858.28,IN_REVIEW,False
834,249,1688,2025-07-11 18:38:56.000000,THEFT,21008.8,APPROVED,True
835,1353,2636,2025-02-02 13:11:57.000000,GLASS_DAMAGE,10005.4,APPROVED,False
836,1614,2649,2025-04-30 01:44:00.000000,FIRE,17366.38,CLOSED,False
837,895,4062,2025-04-16 00:38:17.000000,FLOOD,18036.91,CLOSED,True
838,3387,539,2026-03-18 04:53:35.000000,FLOOD,24872.2,CLOSED,True
839,1691,3107,2024-10-27 09:02:00.000000,THEFT,24390.79,APPROVED,True
840,4590,922,2024-07-31 12:16:24.000000,GLASS_DAMAGE,14571.29,CLOSED,False
841,4504,962,2024-06-12 12:38:09.000000,FLOOD,1745.38,OPEN,False
842,3265,2341,2025-07-09 21:38:04.000000,COLLISION,4369.93,CLOSED,False
843,1430,1785,2025-10-13 00:34:22.000000,THEFT,23377.16,IN_REVIEW,True
844,361,1727,2025-08-07 22:53:56.000000,GLASS_DAMAGE,10292.66,APPROVED,False
845,3711,998,2025-01-13 07:30:30.000000,VANDALISM,12415.73,IN_REVIEW,False
846,4593,835,2024-12-18 03:52:14.000000,VANDALISM,22836.04,OPEN,True
847,4319,3257,2024-06-09 12:49:14.000000,THEFT,12805.76,APPROVED,False
848,2205,2104,2024-07-24 08:39:49.000000,FIRE,12076.2,REJECTED,False
849,1919,1194,2024-05-12 23:33:05.000000,FLOOD,10665.45,OPEN,False
850,235,3373,2024-12-20 09:10:48.000000,FLOOD,14791.57,OPEN,False
851,1484,3640,2025-09-06 23:28:38.000000,COLLISION,16715.31,REJECTED,False
852,3501,2600,2025-03-31 21:50:38.000000,THEFT,7439.63,APPROVED,False
853,2815,2161,2025-06-06 07:55:48.000000,FLOOD,11457.27,CLOSED,False
854,4125,374,2025-11-30 08:32:25.000000,GLASS_DAMAGE,21342.22,CLOSED,True
855,3289,2535,2024-10-07 13:17:32.000000,FLOOD,24901.24,IN_REVIEW,True
856,3925,3383,2026-04-15 09:11:51.000000,COLLISION,19321.21,APPROVED,True
857,4296,1191,2025-12-06 10:51:27.000000,GLASS_DAMAGE,15786.82,APPROVED,False
858,3693,1153,2025-12-20 04:55:34.000000,COLLISION,24575.83,OPEN,True
859,1024,3254,2026-03-24 23:29:54.000000,COLLISION,18750.72,CLOSED,True
860,1785,2973,2026-03-04 10:53:51.000000,THEFT,18136.13,IN_REVIEW,True
861,2981,1210,2024-10-29 14:42:49.000000,FIRE,17079.81,CLOSED,False
862,1744,3723,2025-07-25 04:59:15.000000,FLOOD,8483.99,CLOSED,False
863,3334,1531,2025-12-06 03:14:59.000000,COLLISION,22187.76,REJECTED,True
864,2348,3965,2025-06-25 19:54:42.000000,FIRE,21539.3,IN_REVIEW,True
865,3371,3535,2024-08-24 05:55:31.000000,COLLISION,1443.72,CLOSED,False
866,2289,2887,2025-03-28 08:29:08.000000,THEFT,1040.36,REJECTED,False
867,370,1037,2026-04-22 00:19:21.000000,FLOOD,23460.33,CLOSED,True
868,1509,1760,2024-11-15 05:43:02.000000,THEFT,5432.84,CLOSED,False
869,2571,3078,2024-11-17 20:13:49.000000,THEFT,23479.86,CLOSED,True
870,1044,2764,2026-01-21 14:16:42.000000,GLASS_DAMAGE,7616.23,APPROVED,False
871,4459,293,2025-02-25 22:37:33.000000,GLASS_DAMAGE,6556.94,IN_REVIEW,False
872,1112,1980,2025-10-30 14:52:09.000000,GLASS_DAMAGE,24278.3,OPEN,True
873,1966,3214,2024-10-31 12:15:44.000000,THEFT,1044.14,CLOSED,False
874,3526,3299,2025-10-23 05:14:15.000000,COLLISION,15115.44,IN_REVIEW,False
875,1544,3267,2024-09-23 23:32:51.000000,COLLISION,578.32,CLOSED,False
876,4583,1743,2025-07-26 12:17:30.000000,VANDALISM,14890.06,OPEN,False
877,4670,2907,2025-06-23 14:17:38.000000,FLOOD,21589.73,APPROVED,True
878,3890,592,2025-10-07 15:53:15.000000,VANDALISM,11279.45,IN_REVIEW,False
879,3282,1377,2024-07-01 12:46:52.000000,COLLISION,1051.68,APPROVED,False
880,1620,3190,2025-01-16 05:29:26.000000,FIRE,3379.47,CLOSED,False
881,3662,1352,2025-08-30 07:27:50.000000,VANDALISM,17742.67,IN_REVIEW,False
882,2313,3215,2025-04-04 01:19:39.000000,VANDALISM,16392.43,REJECTED,False
883,4467,3491,2026-01-09 22:33:27.000000,COLLISION,23752.26,OPEN,True
884,2353,276,2024-06-11 02:16:26.000000,FIRE,20114.04,APPROVED,True
885,196,1255,2025-03-20 14:06:41.000000,VANDALISM,3836.78,OPEN,False
886,3031,3729,2025-01-13 23:10:20.000000,THEFT,19637.19,APPROVED,True
887,495,3595,2024-11-23 01:20:30.000000,VANDALISM,15945.09,OPEN,False
888,333,872,2025-03-27 11:12:31.000000,THEFT,2809.23,OPEN,False
889,3415,3363,2025-01-26 07:24:09.000000,GLASS_DAMAGE,3882.07,OPEN,False
890,537,2132,2025-02-25 23:42:36.000000,FIRE,3340.63,IN_REVIEW,False
891,3355,730,2025-03-31 06:39:35.000000,FIRE,13437.38,CLOSED,False
892,779,426,2026-01-06 06:25:02.000000,GLASS_DAMAGE,20052.83,CLOSED,True
893,2453,1116,2025-02-26 05:41:22.000000,FIRE,22760.79,CLOSED,True
894,1059,2339,2025-06-25 00:51:37.000000,GLASS_DAMAGE,20931.86,OPEN,True
895,4095,4033,2026-03-20 19:02:47.000000,THEFT,17282.45,CLOSED,False
896,414,381,2025-11-14 23:04:54.000000,FIRE,18704.9,IN_REVIEW,True
897,2394,3184,2024-07-28 09:08:09.000000,GLASS_DAMAGE,2265.79,APPROVED,False
898,4091,310,2024-11-02 04:44:43.000000,THEFT,6694.01,CLOSED,False
899,768,1879,2024-08-31 06:02:52.000000,THEFT,24786.97,REJECTED,True
900,2404,3795,2025-04-21 07:45:57.000000,FLOOD,22326.79,OPEN,True
901,1895,3736,2025-02-17 20:18:09.000000,FLOOD,3958.1,OPEN,False
902,2398,1715,2026-01-04 09:45:12.000000,COLLISION,23770.78,CLOSED,True
903,2985,388,2024-11-25 22:30:05.000000,FIRE,3882.39,CLOSED,False
904,4315,1340,2024-12-03 14:02:24.000000,GLASS_DAMAGE,15934.67,REJECTED,False
905,3066,1505,2026-03-02 01:23:20.000000,THEFT,24967.1,IN_REVIEW,True
906,4573,3514,2024-05-26 21:58:48.000000,THEFT,19118.35,OPEN,True
907,4264,2201,2024-09-24 22:33:45.000000,VANDALISM,17187.58,REJECTED,False
908,2072,2056,2025-09-11 02:14:07.000000,GLASS_DAMAGE,16565.93,APPROVED,False
909,1411,2310,2025-05-24 21:45:55.000000,GLASS_DAMAGE,19800.01,IN_REVIEW,True
910,647,2392,2025-08-11 01:42:42.000000,GLASS_DAMAGE,2905.02,CLOSED,False
911,865,2618,2025-07-17 11:58:32.000000,GLASS_DAMAGE,20539.41,APPROVED,True
912,2605,391,2025-12-14 18:35:02.000000,THEFT,12189.65,CLOSED,False
913,1885,2294,2025-05-04 01:59:21.000000,VANDALISM,22858.43,REJECTED,True
914,1130,1759,2024-07-27 08:06:08.000000,FIRE,5181.35,APPROVED,False
915,2674,3175,2025-12-10 19:57:48.000000,COLLISION,702.12,REJECTED,False
916,3973,1644,2025-02-13 21:07:50.000000,FLOOD,12766.36,APPROVED,False
917,3552,2111,2024-08-31 10:18:57.000000,FIRE,18177.15,OPEN,True
918,4064,1164,2025-03-25 02:21:08.000000,VANDALISM,21089.2,CLOSED,True
919,3339,4091,2025-12-23 07:44:54.000000,VANDALISM,8495.72,OPEN,False
920,2312,3532,2025-04-17 11:15:16.000000,GLASS_DAMAGE,4197.12,OPEN,False
921,1939,2678,2025-08-01 16:37:42.000000,VANDALISM,8685.93,OPEN,False
922,137,3558,2025-08-28 10:03:11.000000,FIRE,1409.6,CLOSED,False
923,1451,3915,2025-12-31 11:04:03.000000,FIRE,5726.66,CLOSED,False
924,1815,2758,2025-09-01 11:31:52.000000,THEFT,1402.27,IN_REVIEW,False
925,1941,3914,2025-03-09 04:28:02.000000,GLASS_DAMAGE,5060.92,REJECTED,False
926,4221,3890,2024-08-02 07:12:49.000000,FIRE,8594.42,CLOSED,False
927,1195,138,2026-02-16 08:20:19.000000,VANDALISM,17773.07,OPEN,False
928,3174,869,2025-01-25 18:48:46.000000,FLOOD,4412.03,CLOSED,False
929,1046,2851,2026-03-30 08:02:49.000000,THEFT,6240.22,IN_REVIEW,False
930,1888,1163,2026-04-01 23:33:15.000000,FLOOD,11992.07,REJECTED,False
931,1697,2534,2026-02-28 06:56:11.000000,GLASS_DAMAGE,12606.92,OPEN,False
932,2673,2092,2025-08-08 14:39:10.000000,VANDALISM,24342.57,OPEN,True
933,3173,1705,2024-08-19 20:17:58.000000,THEFT,1310.82,OPEN,False
934,1362,2795,2024-06-19 05:07:27.000000,THEFT,16498.35,IN_REVIEW,False
935,2965,996,2025-12-04 01:00:02.000000,COLLISION,10544.8,APPROVED,False
936,3957,1888,2024-11-16 01:08:07.000000,VANDALISM,5697.72,APPROVED,False
937,3519,2111,2025-12-07 18:28:38.000000,GLASS_DAMAGE,6410.67,CLOSED,False
938,3250,1406,2024-11-10 07:50:53.000000,FIRE,5160.69,CLOSED,False
939,3187,2874,2024-09-16 08:26:53.000000,THEFT,21176.57,CLOSED,True
940,3620,1510,2026-01-22 23:10:19.000000,THEFT,2348.37,OPEN,False
941,4595,4031,2025-08-12 07:28:08.000000,COLLISION,18360.49,OPEN,True
942,514,572,2024-06-15 17:47:54.000000,FLOOD,3002.0,REJECTED,False
943,2151,3538,2025-01-13 12:34:31.000000,FIRE,22595.8,OPEN,True
944,4609,3962,2025-08-13 03:00:25.000000,FIRE,11276.16,CLOSED,False
945,3207,990,2025-07-22 06:23:03.000000,GLASS_DAMAGE,1471.69,OPEN,False
946,2434,39,2025-10-01 23:47:48.000000,GLASS_DAMAGE,7604.23,APPROVED,False
947,1728,3471,2026-03-03 11:05:10.000000,THEFT,1668.16,APPROVED,False
948,867,552,2025-11-20 18:26:57.000000,COLLISION,7203.74,CLOSED,False
949,4586,2727,2025-02-17 19:59:36.000000,COLLISION,3911.86,REJECTED,False
950,2827,1127,2025-10-12 10:29:38.000000,THEFT,12181.54,CLOSED,False
951,1648,1121,2026-03-05 06:29:58.000000,VANDALISM,11166.22,APPROVED,False
952,1560,1219,2025-04-12 07:25:59.000000,VANDALISM,4099.67,IN_REVIEW,False
953,4215,1883,2025-08-27 10:29:22.000000,COLLISION,15230.83,OPEN,False
954,2836,106,2025-11-13 23:43:53.000000,FIRE,11377.55,CLOSED,False
955,3284,1989,2026-03-13 13:37:29.000000,COLLISION,962.76,IN_REVIEW,False
956,1103,3647,2025-04-04 02:04:16.000000,VANDALISM,10116.18,REJECTED,False
957,2882,2016,2026-01-19 12:29:17.000000,VANDALISM,7465.27,APPROVED,False
958,1664,3191,2025-05-03 02:40:22.000000,FIRE,4473.95,APPROVED,False
959,2844,1944,2025-12-24 21:16:09.000000,FLOOD,19025.37,APPROVED,True
960,2108,2415,2025-11-24 19:20:38.000000,VANDALISM,2414.21,IN_REVIEW,False
961,3120,3421,2025-01-04 16:25:27.000000,THEFT,11542.79,CLOSED,False
962,1382,3372,2025-11-23 04:53:39.000000,FIRE,23868.18,APPROVED,True
963,3192,3610,2025-09-13 21:30:02.000000,COLLISION,23798.25,APPROVED,True
964,2509,3486,2025-10-08 19:09:44.000000,GLASS_DAMAGE,16831.33,REJECTED,False
965,152,3696,2024-07-06 01:47:07.000000,FIRE,4381.2,REJECTED,False
966,803,3375,2025-09-23 04:47:52.000000,VANDALISM,23534.01,CLOSED,True
967,4623,480,2024-10-25 16:18:39.000000,FIRE,12773.82,CLOSED,False
968,2000,1941,2024-10-23 14:35:49.000000,FLOOD,21124.93,CLOSED,True
969,688,1985,2025-06-21 00:15:19.000000,VANDALISM,20983.13,IN_REVIEW,True
970,2741,1655,2024-10-25 00:00:31.000000,VANDALISM,10421.38,OPEN,False
971,1604,2950,2025-11-03 01:05:10.000000,THEFT,5750.54,APPROVED,False
972,193,1923,2026-03-30 05:35:37.000000,FIRE,20776.31,OPEN,True
973,2994,2157,2025-04-15 20:00:01.000000,COLLISION,2201.52,REJECTED,False
974,1126,629,2025-01-28 22:31:39.000000,FIRE,17714.24,CLOSED,False
975,4413,1861,2024-11-29 04:36:11.000000,COLLISION,23039.13,IN_REVIEW,True
976,2002,4084,2026-02-15 22:42:04.000000,FLOOD,19569.65,APPROVED,True
977,2278,1312,2025-03-18 13:07:51.000000,VANDALISM,4102.32,REJECTED,False
978,637,3564,2024-06-28 20:31:11.000000,FLOOD,240.69,CLOSED,False
979,4219,4022,2024-11-02 16:45:28.000000,VANDALISM,20106.2,OPEN,True
980,1735,2648,2026-01-30 06:30:54.000000,THEFT,20806.95,IN_REVIEW,True
981,4560,2868,2026-01-01 20:09:51.000000,GLASS_DAMAGE,16119.59,REJECTED,False
982,2719,766,2025-08-26 08:16:41.000000,VANDALISM,10338.44,REJECTED,False
983,4623,3803,2025-03-02 05:57:01.000000,THEFT,18127.35,APPROVED,True
984,2227,130,2026-01-23 11:35:18.000000,FLOOD,21286.48,CLOSED,True
985,1963,3619,2024-08-01 19:13:51.000000,GLASS_DAMAGE,10204.12,APPROVED,False
986,3378,3681,2025-10-29 16:42:21.000000,FIRE,18361.48,CLOSED,True
987,1814,3701,2026-02-12 17:49:29.000000,THEFT,24939.16,REJECTED,True
988,1246,3062,2025-03-21 03:19:04.000000,FLOOD,2124.55,IN_REVIEW,False
989,1246,2336,2024-09-22 11:06:38.000000,FLOOD,19648.27,REJECTED,True
990,1466,1240,2025-04-11 03:51:41.000000,FIRE,24322.67,OPEN,True
991,2794,187,2024-09-20 08:08:54.000000,FIRE,11915.56,APPROVED,False
992,1837,806,2026-05-04 14:57:00.000000,GLASS_DAMAGE,2963.53,OPEN,False
993,51,887,2025-02-18 04:23:48.000000,GLASS_DAMAGE,14608.08,APPROVED,False
994,3508,1501,2026-01-30 00:17:16.000000,THEFT,12679.04,CLOSED,False
995,1059,1135,2025-03-07 09:41:30.000000,GLASS_DAMAGE,7161.67,APPROVED,False
996,3519,2416,2025-02-20 15:17:51.000000,GLASS_DAMAGE,8464.65,APPROVED,False
997,3218,3601,2025-12-27 20:47:23.000000,FIRE,20478.05,REJECTED,True
998,1076,1753,2025-03-09 01:53:53.000000,FIRE,23339.69,IN_REVIEW,True
999,3915,2897,2026-04-11 08:38:34.000000,THEFT,15118.38,APPROVED,False
1000,3899,4195,2025-03-22 19:33:23.000000,VANDALISM,7832.38,OPEN,False
1001,377,3171,2026-04-05 15:05:04.000000,GLASS_DAMAGE,24661.77,OPEN,True
1002,1786,2301,2025-07-20 16:49:50.000000,GLASS_DAMAGE,19234.95,APPROVED,True
1003,4780,1633,2024-07-22 15:36:22.000000,FIRE,10014.57,REJECTED,False
1004,1683,711,2024-08-06 19:10:58.000000,FLOOD,5148.1,IN_REVIEW,False
1005,1894,3432,2026-03-25 04:53:14.000000,FLOOD,4952.65,IN_REVIEW,False
1006,3184,3351,2024-06-02 07:06:42.000000,COLLISION,353.88,OPEN,False
1007,4410,148,2024-06-06 02:39:12.000000,FIRE,987.39,REJECTED,False
1008,3717,3159,2024-09-16 20:00:11.000000,FIRE,7940.8,APPROVED,False
1009,1806,2552,2025-09-13 20:10:40.000000,VANDALISM,20109.05,APPROVED,True
1010,2360,3187,2025-08-24 13:01:19.000000,THEFT,18327.13,APPROVED,True
1011,2551,3135,2025-04-15 16:11:50.000000,THEFT,22054.72,IN_REVIEW,True
1012,2126,2814,2024-05-13 15:09:26.000000,THEFT,7645.46,CLOSED,False
1013,1809,526,2025-03-09 13:06:55.000000,FLOOD,4165.39,REJECTED,False
1014,528,4198,2024-09-25 18:57:59.000000,GLASS_DAMAGE,6677.87,CLOSED,False
1015,737,4162,2025-02-03 05:25:07.000000,THEFT,4582.36,IN_REVIEW,False
1016,4238,1774,2026-02-17 21:51:02.000000,VANDALISM,8223.69,APPROVED,False
1017,4001,1451,2025-01-21 07:29:17.000000,FLOOD,223.16,IN_REVIEW,False
1018,4759,2375,2025-09-07 15:45:41.000000,GLASS_DAMAGE,19022.93,REJECTED,True
1019,4241,346,2025-03-02 20:43:55.000000,FIRE,3809.3,IN_REVIEW,False
1020,865,737,2026-02-17 02:54:11.000000,FLOOD,11794.09,APPROVED,False
1021,1640,1478,2025-08-17 18:02:35.000000,VANDALISM,24421.98,APPROVED,True
1022,2551,2761,2026-03-16 04:28:19.000000,FIRE,19714.93,APPROVED,True
1023,1099,2267,2025-06-24 07:10:41.000000,COLLISION,8392.93,CLOSED,False
1024,447,3658,2025-10-24 10:38:50.000000,FLOOD,14939.54,REJECTED,False
1025,2122,56,2024-06-02 11:02:43.000000,COLLISION,13249.09,IN_REVIEW,False
1026,4506,852,2024-10-03 08:05:05.000000,THEFT,20351.27,IN_REVIEW,True
1027,255,733,2025-10-30 18:46:59.000000,FIRE,1430.3,REJECTED,False
1028,4009,2668,2024-06-23 08:06:14.000000,FLOOD,23046.07,APPROVED,True
1029,3997,2640,2024-10-17 06:07:04.000000,THEFT,19991.71,IN_REVIEW,True
1030,1210,1673,2025-10-11 02:51:08.000000,FLOOD,6027.98,APPROVED,False
1031,1694,318,2024-11-08 04:39:12.000000,COLLISION,5282.17,OPEN,False
1032,1383,1745,2026-04-29 12:40:59.000000,VANDALISM,20367.72,OPEN,True
1033,2126,663,2026-05-01 17:20:02.000000,GLASS_DAMAGE,17599.13,IN_REVIEW,False
1034,3188,958,2025-07-03 03:46:27.000000,THEFT,22601.26,CLOSED,True
1035,4638,2591,2025-10-12 14:13:53.000000,GLASS_DAMAGE,14053.36,IN_REVIEW,False
1036,3917,324,2025-12-23 00:29:03.000000,GLASS_DAMAGE,7501.51,APPROVED,False
1037,4727,3668,2025-08-11 01:56:04.000000,COLLISION,15455.85,OPEN,False
1038,136,2847,2025-02-14 06:58:43.000000,GLASS_DAMAGE,5192.98,APPROVED,False
1039,443,271,2026-01-31 16:57:52.000000,FIRE,21999.0,IN_REVIEW,True
1040,4493,3298,2024-08-05 02:14:03.000000,GLASS_DAMAGE,10298.85,APPROVED,False
1041,4180,3715,2024-08-29 04:54:44.000000,FLOOD,646.62,OPEN,False
1042,1274,1438,2026-05-06 09:56:07.000000,THEFT,8953.71,CLOSED,False
1043,580,2096,2025-09-17 04:43:14.000000,GLASS_DAMAGE,5292.28,CLOSED,False
1044,2449,2022,2025-10-26 18:43:21.000000,FIRE,22394.88,IN_REVIEW,True
1045,2197,1198,2024-06-12 08:13:01.000000,GLASS_DAMAGE,10929.01,CLOSED,False
1046,4713,3296,2026-03-23 11:20:11.000000,FLOOD,4440.76,CLOSED,False
1047,2132,3176,2025-11-29 10:15:06.000000,FIRE,17453.79,IN_REVIEW,False
